ABBEY	ABBES
ABELE	ANELE
ABETS	ABUTS
ABUTS	ABETS
ABOVE	ABODE
ABOMA	AROMA
AROMA	ABOMA
ABOUT	ABORT
AMUSE	ABUSE
ABYSM	ABYSS
ACIDY	ACIDS
ACINI	ACING
AHOLD	ACOLD
ACRID	ACRED
ACUTE	SCUTE
AGIOS	ADIOS
ADMIT	ADMIX
ADMIX	ADMIT
ADOBO	ADOBE
ADOWN	ADORN
ADULT	ADUST
ADUST	ADULT
ADZES	ADZED
AERIE	EERIE
AFARS	AGARS
AFIRE	AFORE
AGAIN	AMAIN
AMAIN	AGAIN
AGHAS	AGMAS
AGISM	AGIST
ALIST	AGIST
AGREE	AGLEE
AGLOW	ALLOW
AGRIA	ATRIA
AISLE	LISLE
LISLE	AISLE
AKEES	SKEES
ALARM	ALARY
ALBUM	ALGUM
ALGUM	ALBUM
ALCID	ALGID
ALECS	ALEFS
ALERT	AVERT
ALIEN	ALIGN
ALIGN	ALIEN
ALKYD	ALKYL
ALLYL	ALKYL
ALWAY	ALLAY
ALMUG	ALMUD
ALOHA	ALPHA
ALPHA	ALOHA
AMONG	ALONG
ALOOF	KLOOF
KLOOF	ALOOF
ALTOS	AUTOS
AUTOS	ALTOS
AYAHS	AMAHS
SMAZE	AMAZE
AMMOS	AMBOS
UMBOS	AMBOS
EMEND	AMEND
AMICI	AMICE
AMIGA	AMIGO
IMPLY	AMPLY
ANGEL	ANGER
ANGLO	ANGLE
ANKHS	ANKUS
ANKUS	ANKHS
ANNUL	ANNAL
ANOMY	ATOMY
ANSAE	ANTAE
ATTIC	ANTIC
INTIS	ANTIS
ANTRA	ANTRE
ANTSY	ARTSY
ARTSY	ANTSY
APACE	SPACE
APART	APORT
APEEK	APEAK
APERY	APERS
APHID	APHIS
APIAN	AVIAN
APPAL	APPEL
APPEL	APPAL
APTLY	APPLY
AQUAE	AQUAS
AQUAS	AQUAE
ARAME	FRAME
ARCED	ARMED
ASCUS	ARCUS
AREIC	UREIC
UREIC	AREIC
ARSON	ARGON
ERGOT	ARGOT
ORIEL	ARIEL
ARPEN	ASPEN
ARRAY	ARRAS
ASCOT	ESCOT
ESCOT	ASCOT
ASDIC	ASPIC
ASKOI	ASKOS
ASKOS	ASKOI
ASPIS	ASPIC
ASSAI	ASSAY
ESSAY	ASSAY
ASSET	ASSES
ASTIR	ASTER
ATILT	STILT
ATOMS	ATOMY
AUDIO	AUDIT
AUDIT	AUDIO
AUGUR	AUGER
AUGHT	OUGHT
OUGHT	AUGHT
AULIC	AURIC
AUREI	AURES
AURUM	DURUM
DURUM	AURUM
AVAST	AVANT
OVOID	AVOID
AWOKE	AWAKE
AXELS	AXILS
AXITE	AXILE
AXIOM	AXION
AZOTH	AZOTE
BAGEL	BABEL
BACCA	BARCA
BARCA	BACCA
BAIRN	CAIRN
BAIZA	BAIZE
BALSA	SALSA
BANJO	BANCO
ZARFS	BARFS
BYSSI	BASSI
BAULK	CAULK
BEANO	BEANS
BEBOP	REBOP
REBOP	BEBOP
BECAP	RECAP
BEDEW	BEDEL
WEDEL	BEDEL
BEFIT	REFIT
BEFOG	DEFOG
DEFOG	BEFOG
VEGAN	BEGAN
DEGUM	BEGUM
BEIGE	BEIGY
BEIGY	BEIGE
BELIE	BELLE
BELOW	BELON
BEMIX	REMIX
BERME	BERMS
BERTH	BIRTH
BEZIL	BEZEL
BHOOT	SHOOT
BIALI	BIALY
BIBLE	BIRLE
BICEP	BICES
GIGOT	BIGOT
BIMAH	BIMAS
BINDI	BINDS
BIOGS	BLOGS
BIOME	BROME
BIPOD	BIPED
BISON	BOSON
BLAFF	BLUFF
BLIMP	BLIMY
BOITE	BLITE
GLITZ	BLITZ
BLOKE	BROKE
BLYPE	SLYPE
BOCHE	BOCCE
COCCI	BOCCI
BOYAR	BOLAR
BORNE	BONNE
MORON	BORON
BOSUN	BOSON
BOTHY	MOTHY
JOULE	BOULE
BOURG	BOURN
ORACH	BRACH
BROIL	BRAIL
BRAXY	BRAKY
FRUIT	BRUIT
BUBAL	TUBAL
BUBBA	BUBBY
BUNDT	BUNDS
FURAN	BURAN
BURGH	BURGS
BUTEO	BUTES
BUYER	TUYER
CABIN	SABIN
CACAO	CACAS
KALIF	CALIF
CALYX	CALIX
CANOE	CANON
CANST	CANSO
CAPUT	KAPUT
KAPUT	CAPUT
PAROL	CAROL
CASKY	CASKS
CEBID	REBID
CEDAR	CEDER
FERIA	CERIA
CESTI	CESTA
CHOIR	CHAIR
CHALK	CHARK
CHELA	CHOLA
CHETH	KHETH
THIEF	CHIEF
RHINO	CHINO
CHOLO	CHOLA
CHOTT	SHOTT
CHUFA	CHUFF
CHUTE	SHUTE
CILIA	MILIA
CIVVY	DIVVY
DIVVY	CIVVY
CLARO	CLARY
CLAVI	CLAVE
CLERK	CLEEK
COOMB	CLOMB
CLOOT	CLOUT
KOALA	COALA
COATI	COATS
COPRA	COBRA
COCOA	COCOS
COMFY	COMMY
COMIX	COMIC
CYNIC	CONIC
COPAY	COPAL
COPSE	CORSE
CUSEC	COSEC
COSIE	COZIE
COZIE	COSIE
COTTA	COSTA
COURT	COUNT
COWRY	DOWRY
CROFT	CRAFT
CRAZY	CRAZE
UREDO	CREDO
KREEP	CREEP
CRYPT	CREPT
CRISP	CRIMP
KROON	CROON
CROUP	GROUP
CRUMB	CRUMP
CULEX	CULET
CULPA	CUPPA
CULTI	CULTS
CUMIN	CUTIN
CUSPS	CUSKS
CUSSO	KUSSO
KUSSO	CUSSO
RUTIN	CUTIN
CYANO	CYANS
CYCAD	CYCAS
CYCLE	CYCLO
CYCLO	CYCLE
KYLIX	CYLIX
ZYMES	CYMES
DACHA	PACHA
DAMAN	DAMAR
DAMAR	DAMAN
DASHI	DASHY
DATTO	DITTO
DEALT	DEALS
DIARY	DEARY
DEPTH	DEATH
DEFAT	DERAT
DEFIS	DELIS
DEGAS	DEVAS
DEICE	DEUCE
DEITY	DEIFY
DELFT	DELFS
DELTA	DELTS
DEVON	DEMON
DEPOT	REPOT
DEXIE	DOXIE
DHAKS	DHALS
DHOBI	DHOTI
DHUTI	DHOTI
DICTA	DICTY
DIDST	MIDST
MIDST	DIDST
DIMLY	DILLY
DIRGE	DINGE
DIRAM	ZIRAM
ZIRAM	DIRAM
FISHY	DISHY
RITZY	DITZY
FIXIT	DIXIT
DJINN	DJINS
DJINS	DJINN
DOBRO	DOBRA
DOEST	DREST
DOGGO	DOGGY
DOLCI	DOLCE
DONEE	DONNE
DONSY	SONSY
LOUMA	DOUMA
DRAFF	DRAFT
DRYAD	DREAD
DRECK	WRECK
DRUID	DROID
WRYLY	DRYLY
DUCAT	DUCAL
DUCHY	DUCKY
DUFUS	DUFFS
DULSE	PULSE
NUMBS	DUMBS
DUMKA	DUMKY
OUNCE	DUNCE
DUOMI	DUOMO
DUOMO	DUOMI
DUROC	DUROS
EUROS	DUROS
DWARF	SWARF
DWELT	DWELL
DYNEL	DYNES
EAGLE	EAGRE
EAGRE	EAGLE
ERRED	EARED
EARTH	GARTH
EBBET	EBBED
EBONY	EBONS
ETHOS	ECHOS
EDEMA	ENEMA
EVICT	EDICT
EDILE	EXILE
EDUCE	EDUCT
EGGAR	EGGER
IGGED	EGGED
ENATE	ELATE
ELBOW	EMBOW
EMBOW	ELBOW
EVITE	ELITE
ELOPE	SLOPE
EMBAY	EMBAR
EMERY	EVERY
EMMET	EMMER
EMOTE	SMOTE
EMYDE	EMYDS
EMYDS	EMYDE
ENDED	ENDER
ENDOW	INDOW
ENSUE	ENDUE
ENEMY	ENEMA
ENJOY	ENVOY
ENOLS	ENOWS
ENURE	INURE
ENVOI	ENVOY
EOSIN	ROSIN
EPHAH	EPHAS
EPHAS	EPHAH
EPHOD	EPHOR
EPHOR	EPHOD
EPICS	SPICS
EQUIP	EQUID
ERUPT	ERUCT
ESCAR	ESKAR
EXERT	EVERT
EXULT	EXALT
EXCEL	EXPEL
EXPEL	EXCEL
EYRAS	EYRES
EYRIR	EYRIE
KYRIE	EYRIE
FAGOT	MAGOT
MAGOT	FAGOT
FAQIR	FAKIR
FALSE	VALSE
FARAD	FARED
SAUNA	FAUNA
FAUVE	MAUVE
MAUVE	FAUVE
FAVOR	SAVOR
HEEZE	FEEZE
JESSE	FESSE
LEZZY	FEZZY
FICHU	FICHE
FICIN	RICIN
RICIN	FICIN
FIEFS	KIEFS
FIEND	FIELD
FJELD	FIELD
FILUM	HILUM
VINCA	FINCA
FIORD	FJORD
FJORD	FIORD
FIQUE	PIQUE
PIQUE	FIQUE
GLAIR	FLAIR
FLUOR	FLOOR
FLORA	FLOTA
FLOTA	FLORA
FLUID	FLUED
FONDU	FONDS
FOSSA	FOSSE
FRANC	FRANK
FREMD	FREED
FRERE	FRORE
FRIZZ	FRITZ
FUBSY	FUSSY
FUROR	JUROR
JUROR	FUROR
FURZE	FURZY
FUZIL	FUSIL
MUZZY	FUZZY
GADID	GADIS
GADJE	GADJO
GADJO	GADJE
GAFFE	GAFFS
GAOLS	GALLS
GALOP	JALOP
GAMIC	GAMIN
GAMIN	GAMIC
GANEV	GANEF
GATOR	GATER
PAWKY	GAWKY
GECKO	GECKS
GEESE	GEEST
GELEE	MELEE
MELEE	GELEE
GEOID	GELID
LEMMA	GEMMA
TENET	GENET
VENOM	GENOM
GENRO	GENRE
GESTE	GESTS
GHAUT	GHAST
RIANT	GIANT
GIGAS	VIGAS
GIGHE	GIGUE
GIGUE	GIGHE
GINZO	GONZO
GONZO	GINZO
GIPON	GIRON
GYPSY	GIPSY
GISMO	GIZMO
GIZMO	GISMO
GLORY	GLARY
GLEBA	GLEBE
GREBE	GLEBE
GNASH	SNASH
GNAWN	GNAWS
GOBAN	GOWAN
GODLY	GOLLY
GONAD	MONAD
GONIA	GONIF
GRODY	GOODY
GYRAL	GORAL
GRUFF	GRIFF
GROSZ	GROSS
TROUT	GROUT
GUACO	GUANO
GUARD	GUARS
GUESS	GUEST
QUEST	GUEST
GULAG	GULAR
GULAR	GULAG
SUMMA	GUMMA
HAAFS	HAARS
HADJI	HAJJI
HAJJI	HADJI
HAJIS	HAJES
HEMAL	HAMAL
HANSA	HANSE
HARSH	MARSH
HAULM	HAULS
HELIX	HELIO
HELOT	HELOS
HEMIN	HEMIC
HENRY	HERRY
HERON	HEROS
HERTZ	NERTZ
HEXAD	HEXED
HIPPO	HIPPY
HOAGY	HOARY
HONAN	HOGAN
NOGGS	HOGGS
HONGI	HONGS
HORDE	HORSE
HOURI	HOURS
HOWFF	HOWFS
HYLAS	HULAS
HYDRA	HYDRO
HYDRO	HYDRA
IAMBI	IAMBS
ICIER	ICKER
IDEAS	IDEAL
IDIOM	IDIOT
IDIOT	IDIOM
ILLER	IDLER
IDOLS	IDYLS
IDYLL	IDYLS
IKATS	SKATS
ILEUS	ILEUM
ILIUM	ILEUM
IMAGE	IMAGO
IMAGO	IMAGE
IMPEL	IMPED
UNAPT	INAPT
INARM	UNARM
INCUR	INCUS
INDIE	INDUE
INDOL	INDOW
INERT	INEPT
INFIX	UNFIX
INGOT	UNGOT
UNGOT	INGOT
IRKED	INKED
INURN	INURE
ISTLE	IXTLE
IXTLE	ISTLE
ITEMS	STEMS
IVIED	IVIES
IVIES	IVIED
JABOT	SABOT
SABOT	JABOT
JALAP	JALOP
JAPAN	JAWAN
JAWAN	JAPAN
JEFES	JETES
JEHAD	JIHAD
JIHAD	JEHAD
JINNI	JINNS
JOWAR	SOWAR
JUCOS	JUDOS
JUICE	JUICY
JUICY	JUICE
JUJUS	JUKUS
JUNTA	JUNTO
JUPON	YUPON
JURAT	JURAL
JUREL	JURAL
KAFIR	KEFIR
KEFIR	KAFIR
KAIAK	KAYAK
KAYAK	KAIAK
KAPOK	YAPOK
KARST	KARAT
KARMA	KORMA
KORMA	KARMA
KAROO	KAZOO
KASHA	PASHA
KAURI	KAURY
KAYOS	MAYOS
KELIM	KILIM
KILIM	KELIM
KETOL	METOL
KHADI	KHAKI
KHAKI	KHADI
KIANG	LIANG
KIBBE	KIBBI
KIDDO	KIDDY
KININ	LININ
KNOCK	KNACK
KYACK	KNACK
KNAVE	KNAWE
KNAWE	KNAVE
KNEAD	KNEED
KNELT	KNELL
KNOLL	KNELL
KVELL	KNELL
KNOUT	SNOUT
KNOWN	KNOWS
KNURL	KNURS
KOHLS	KOELS
KOTOW	KOTOS
KURTA	YURTA
LAPEL	LABEL
LABOR	TABOR
LAURA	LABRA
LADLE	PADLE
LAUAN	LAGAN
LAHAR	LAZAR
LAITY	LAITH
ZAMIA	LAMIA
ZAYIN	LAYIN
LYASE	LEASE
LEGAL	REGAL
LEPTA	SEPTA
LEVIN	LEVIS
LIBRI	LIBRA
LICHI	LICHT
LIMIT	LICIT
MIENS	LIENS
LILAC	LINAC
LINAC	LILAC
NIMBI	LIMBI
LITAI	LITAS
LITHO	LITHE
LIVRE	LITRE
LLAMA	ULAMA
LOATH	LOACH
LOCUM	LOCUS
VOIDS	LOIDS
LOOFA	LOOFS
LOTAH	LOTAS
LUCRE	SUCRE
SUCRE	LUCRE
LUDIC	PUDIC
LUFFA	LUFFS
LUNAR	LUNAS
LUNET	LUNES
LYART	LYARD
LYCRA	LYCEA
LYMPH	NYMPH
NYMPH	LYMPH
PYRIC	LYRIC
LYSIN	LYSIS
NACHO	MACHO
TAFIA	MAFIA
MAGMA	MAMMA
SALIC	MALIC
QANAT	MANAT
PANIC	MANIC
MESAS	MASAS
MATZA	MATZO
MATZO	MATZA
MAUND	MOUND
MAXIM	MAXIS
MAYAN	MAYAS
SAYST	MAYST
MBIRA	MOIRA
MENAD	MONAD
MEOWS	MEOUS
MUSIC	MESIC
MIAOU	MIAOW
MIAOW	MIAOU
MIKRA	MICRA
MIGGS	MUGGS
MILPA	MILIA
MINIM	MINIS
MUNIS	MINIS
MOIRE	MOIRA
SONDE	MONDE
MOOLA	MOOLS
MUONS	MOONS
MOSSO	MOSSY
MOTOR	ROTOR
POULT	MOULT
MUCIN	MUCID
MUDRA	MURRA
MULCT	MULCH
MYNAH	MYNAS
MYSID	MYOID
MYOPE	MYOPY
MYOPY	MYOPE
NAIRA	NAIRU
NAIRU	NAIRA
NAIVE	WAIVE
WAIVE	NAIVE
NIPAS	NAPAS
NARCO	NARCS
NAVAR	NAVAL
NAVVY	SAVVY
NEUME	NEUMS
NEWSY	NEWLY
NOWTS	NEWTS
PIECE	NIECE
NITRO	NITRE
NIXIE	PIXIE
NOMAD	NOMAS
NOMOI	NOMOS
NONET	NONES
NOUNS	NOONS
NOVAE	NOVAS
NUDIE	NUDGE
NYLON	PYLON
OBELI	OBOLI
OBOES	OBOLS
OCEAN	OCTAN
OCHRE	OCHRY
OCHRY	OCHRE
OCTYL	OCTAL
ODAHS	OPAHS
ODYLE	ODYLS
OFAYS	OKAYS
OKAYS	OFAYS
OFFED	OFFER
OGIVE	OLIVE
OHMIC	OSMIC
OSMIC	OHMIC
OLDEN	OLDER
OLEIC	OLEIN
OLEIN	OLEIC
OLEOS	OLIOS
OLIOS	OLEOS
ONCET	ONSET
OPTIC	ONTIC
OOHED	OOZED
OORIE	OURIE
OVINE	OPINE
OPTED	OUTED
OVATE	ORATE
ORCIN	ORPIN
ORPIN	ORCIN
ORDOS	ORZOS
ORLON	ORLOP
ORLOP	ORLON
ORNIS	ORRIS
OUZOS	ORZOS
OSSIA	OSTIA
OSTIA	OSSIA
UTTER	OTTER
OUPHE	OUPHS
OUPHS	OUPHE
OUZEL	OUSEL
OUTDO	OUTGO
OUTGO	OUTDO
OVOLO	OVOLI
OWNER	OWNED
PADRI	PADRE
PLEON	PAEON
PAGOD	PAGED
PAISA	PAISE
RAISE	PAISE
PANNE	PENNE
PISTE	PASTE
PECAN	PEKAN
PEKIN	PEKAN
PENGO	PINGO
PERDU	PERDY
PEREA	PERES
PERIL	PERIS
PETIT	PEWIT
PEWIT	PETIT
PHYLA	PHYLE
PIANO	PIANS
PICUL	PICAL
PIETY	PIETA
PYGMY	PIGMY
PIPIT	PIPET
PIXEL	PIXES
PLASM	PLASH
PLAZA	PLAYA
PLOTZ	PLOTS
POEMS	POETS
POLYP	POLYS
POOVE	PROVE
POUFF	POUFS
PREXY	PROXY
PRIVY	PRICY
PRION	PRIOR
PUJAH	PUJAS
PULIK	PULIS
PUPIL	PUPAL
PYREX	PYRES
QUAFF	QUIFF
QUIFF	QUAFF
QUAIL	QUAIS
QUAKY	QUAKE
QUALM	QUALE
QUEYS	QUAYS
QUEER	QUEEN
QUERY	QUERN
QUIPU	QUIPS
QUOIN	QUOIT
RABIC	RABID
TABID	RABID
RAINY	RAINS
RAWLY	RALLY
RAPHE	RATHE
RATAN	RATAL
RAZOR	RAZER
REACT	REACH
RIATA	REATA
ZEBUS	REBUS
RECUR	RECUT
REDUB	REDUX
REGMA	REGNA
REGNA	REGMA
REHEM	RETEM
RETEM	REHEM
REINK	REINS
RENEW	RESEW
VENIN	RENIN
REPEG	REPEL
REPRO	RETRO
RERUN	RERAN
RETAG	RETAX
RETIE	RETIA
REUSE	ROUSE
RHEAS	SHEAS
RHOMB	RHUMB
RIBBY	RUBBY
RIDGY	RIDGE
RIFLE	RILLE
RIGOR	VIGOR
RISHI	ROSHI
ROSHI	RISHI
RISKY	RISKS
ROBIN	ROSIN
RUBLE	ROBLE
ROMEO	RODEO
ROWTH	ROUTH
RUGBY	RUBBY
RUERS	SUERS
RUFFE	RUFFS
RUGAE	RUGAL
RUNIC	TUNIC
SACRA	SABRA
SADHU	SADHE
SEGOS	SAGOS
SALAD	SALAL
SALVO	SALVE
SOPOR	SAPOR
SARAN	SARIN
SHRIS	SARIS
SCROD	SAROD
SKALD	SCALD
SCOFF	SCUFF
SCOWL	SCOWS
SCUBA	SCUTA
SPUTA	SCUTA
SEGNI	SEGNO
SEGNO	SEGNI
SEMIS	SEMES
SENGI	SENTI
SENOR	TENOR
SEPIC	SEPIA
SEPOY	TEPOY
TEPOY	SEPOY
TERAI	SERAI
SERIF	SERIN
SEROW	STROW
SERVO	SERVE
SETAE	SETAL
SEXTO	SEXTS
SPAWN	SHAWN
SHWAS	SHEAS
SHEIK	SHTIK
SHTIK	SHEIK
SWIFT	SHIFT
SHLUB	SHRUB
SKOAL	SHOAL
SHOJI	SHOGI
SHULN	SHULS
SIDLE	SIDHE
SIGIL	VIGIL
SINEW	SINES
SYREN	SIREN
WIRRA	SIRRA
SYRUP	SIRUP
SKOSH	SLOSH
SMOKY	SMOKE
SNEAP	SNEAK
SNYES	STYES
SOKOL	SOTOL
SOTOL	SOKOL
SOLDO	SOLDI
SOLID	SOLED
SOLUM	SOLUS
SYPHS	SOPHS
SPADO	SPADE
UPEND	SPEND
SPUME	SPUMY
SPUMY	SPUME
STAPH	STASH
STELA	STELE
STENO	STENT
STEWY	STEWS
STICH	STICK
UTILE	STILE
STYMY	STIMY
STOMA	STOMP
STUDY	STUDS
STUPA	STUPE
STYLI	STYLE
SUEDE	SWEDE
SWEDE	SUEDE
SUETY	SUETS
SULFA	SULFO
SULFO	SULFA
SUMOS	SUMPS
TWANG	SWANG
SYNCS	SYNCH
SYNTH	SYNCH
TABLA	TABLE
TABUN	TABUS
TACIT	TACET
TAKIN	TAKEN
TALUK	TALUS
TARDO	TARDY
TARSI	TORSI
TAXOL	TAXON
TAZZA	TAZZE
TAZZE	TAZZA
TEETH	TENTH
TEGGS	YEGGS
YEGGS	TEGGS
TEIND	TEIID
TEPID	TEIID
TELEX	TELES
TELOI	TELOS
TENDU	TENDS
XENON	TENON
TYPAL	TEPAL
TEPEE	TOPEE
TERGA	TERRA
TESLA	TESTA
TETRI	TETRA
THECA	THETA
THETA	THECA
THEGN	THEIN
THEIR	THEIN
THESP	THESE
THONG	THING
THIRD	THIRL
THUDS	THUGS
THUJA	THUYA
THUYA	THUJA
TITAN	WITAN
TOKAY	TODAY
TONDI	TONDO
TYPIC	TOPIC
TUQUE	TOQUE
TOXIN	TOXIC
TOYON	TOYOS
TRIGO	TRIGS
TROOZ	TROOP
TRUTH	TROTH
TRULY	TRULL
TRYST	TRUST
TSADI	TSADE
TUTOR	TUMOR
TWAES	TWATS
TWERP	TWIRP
TWIST	TWIXT
TWIXT	TWIST
UKASE	URASE
ULEMA	ULAMA
ULVAS	ULNAS
UMBEL	UMBER
UNAIS	UNAUS
UNARY	UNARM
UNBAR	UNBAN
UNMAN	UNBAN
URBAN	UNBAN
UNBID	UNDID
UNDID	UNBID
UNCOY	UNCOS
UNCUT	UNCUS
UNMIX	UNFIX
UNIFY	UNITY
UNWON	UNION
UNSAY	UNLAY
UNPEG	UNPEN
UNPIN	UNPEN
UNRIG	UNRIP
UPSET	UNSET
UNTIE	UNTIL
UNTIL	UNTIE
UPPER	UPPED
URAEI	URARI
USURP	USURY
USURY	USURP
VAGAL	VASAL
VALOR	VAPOR
VARIX	VARIA
VARNA	VARIA
VEGIE	VOGIE
VELAR	VOLAR
VELDT	VELDS
VIRTU	VERTU
VIDEO	VIREO
VIEWY	VIEWS
VIGIA	VIGIL
VIXEN	VIMEN
VINYL	VINAL
VIRID	VIVID
VITAE	VITAL
VIZIR	VIZOR
VOCAB	VOCAL
VOICE	VOILE
VOILA	VOILE
VULVA	VOLVA
YAHOO	WAHOO
WEIRD	WEIRS
WELSH	WELCH
WETLY	WELLY
WHAMO	WHAMS
WHICH	WHISH
WHOOF	WHOOP
WHOSO	WHOSE
WINZE	WINCE
WOMBY	WOMBS
WRATH	WROTH
WYNNS	WYNDS
XYLOL	XYLYL
XYLYL	XYLOL
XYSTI	XYSTS
YAMUN	YAMEN
YAWEY	YAWED
YECCH	YUCCH
YEUKY	YEUKS
YODHS	YOGHS
YUCCA	YUCCH
YUKKY	YUCKY
ZINEB	ZINES
ZLOTE	ZLOTY
ZORIL	ZORIS
